content,score
sangat berpengaruh untuk meningkatkan prestasi🥳,5
"CS slowrespon, di chat baru balas 2 jam kemudian.",1
"Saya sudah punya OTG, tetapi mengapa semua videonya harus didonwload ? setelah melakukan update langsung seperti ini, mengapa ?? tolong secepatnya diperbaiki",3
Aplikasi yang sangat membantu dalam pendidikan,5
"bagus, belajar dimana aja kapan aja jadi lebih mudah 👍👍👍👍👍",5
"soalnya gak jelas, jawaban pilihan ganda nya ga muncul",1
"Ruang Guru memang Bagus👌 saya kan lagi gapyear nih, buar ga lupa pelajaran2 sma, tenyata pake Aplikasi ruang guru ini bisa membantu kita untuk tetap belajar💪. mantap dah",4
Sangat bagus untuk belajar anak,5
"aplikasi nya recomended banget, sumpah, sy udah daftar dan sempat ada kesalahan dalam pembayaran tapi ga perlu khawatir, customer service nya top banget, ga tau lagi deh, the best emang",5
Mempermudah pemahaman pembelajaran,5
Nda bisa login muncul keterangan nomor hp sudah terverivikasi,1
bagus banget . saya baru coba di ruang guru tapi baru pertama memakai nya saya cepat banget paham karena pada saat latihan soal ada pembahasan. aku kasih ranting 5,5
Ruangguru memang sangat membantu walau baru buka tapi ini app pembelajaran yg sangat simpel walau pakek data yah coba ruangguru offline pasti saya akan belajar lebih giat lagi,5
Bagus banget buat kita kita yang butuh banget belajar tanpa les,5
"Maaf ya bintang 3, sebenarnya udah bagus cuman pas mau buka kok ada kesalahan sistem? Padahal besok tryout kan sayang bangett materi udah banyak disitu malah ga kepake 😒",3
masih bug kadang di smart schedule utbk kak,5
"rekomended buat yang mau les, tapi ga mau keluar rumah👍",5
Belajar Nya seru bangetttt jadi pengen belajar setiap hari!!!,5
"Aplikasi nya bagus banget, alhamdulillah selama anak saya belajar pake aplikasi Ruangguru, nilai ujian di sekolah meningkat. Terimakasih team Ruangguru. -sukses terus",5
"Dulu nya sih ruang guru itu TOP. Tapi kok sekarang pas coba roboguru kok malah ngak TOP udah yang ditanya jawabanya beda jauh banget ,aku tanya Sejarah kok malah yang ada matematika",5
pas kls 1 sd smpi kls 4 sy punya nilai masih 90 keatas tapi pas sya pegang hp nilai sy makin jelek tapi sayaa mau coba download ruangguru setelah saya download ngga sia sia aplikasi ini sngat membantu untuk bljr yg baik mksih ruangguru😄😊,5
Bagus belajar menjadi lebih baik nilai pun menaik,5
Sangat membantu kita dalam belajar,5
"bagus banget apl nya sangat membantu,mudah dipahami,dan ada banyak kuis kuis pokok nya ruang guru itu the best : 3 oh iya BTW aku kls 5 namaku namira salken semuanya....... : )",5
"Maaf ya ruang guru, tadinya aku kasih 5, sekarang aku kasih 3, karena bosen bgt di chat terus sama Kaka Kaka ruang guru, padahal udah beli paketnya, masih aja di chat, dari kaka yang ini lah, Kaka yang itu lah, kan jd serem gitu nomornya dichat orang yang gak dikenal terus, jadinya nomor ku kaya ga ada privasi gitu🙏🏻, maaf ya rg bintangnya aku turunin. Tapi apk rg bagus kok gais, pembelajarannya mudah dipahami,dan bikin kita jadi lebih mudah memahami materi yang besok akan dipelajari disekolah",3
"Adanya Ruang Guru ini,pastinya sangat bermanfaat untuk Siswa dan Siswi di seluruh Indonesia Semoga dengan adanya Ruang Guru, Siswa dan Siswi di seluruh Indonesia, bisa menjadi Siswa Siswi cerdas,pintar,berprilaku baik, dan yang baik baik lainnya serta bisa membawa nama baik Indonesia Mari kita do'akan agar Ruang Guru semakin sukses,dan lebih baik lagi dan lagi untuk kedepannya.. Aamiin",5
sangat membantu untuk pembelajaran 🫶,5
Vidio nya mantap jiwa dan yg ngomong nya pun suara enak ada animasi saya gak booring sekarang semenjak ada ruang guru saya selalu belajar dari ruang guru setiap pulang sekolah ataupun sehabis pulang main saya pun belajar ruang guru👍👍👍👍🙏,4
"assalamualaikum, kak aku mau tanya kok apk nya udah aku update kok gak bisa di buka ? apk nya malahan keluar terus?gimna nih kak padahal tdi saya udah beli paket nya.mohon pengertian nya , terimakasih ...",5
"Untuk ruang guru terimakasih yah karna telah mengajariku,,tapi mata pelajaran sekolah saya ada 11 di RUANG GURU itu yang tidak di saya yaitu prakarya, pjok, SBD. Untuk ruang guru lebih ditingkatkan lagi yah😊🙏",5
"aplikasi ini sangat menarik,, di sini jga bisa membuat AVATAR buruan semua download ruang guru aplikasi no 1 di indonesia. orang tua saya jga setuju kalau saya belajar menggunakan ruang guru. #ceprtandownlodruangguru",5
"Terimakasih ruangguru,berkat belajar diruangguru nilai aku jadi naik,yang biasanya pas ulangan harian cuma daper 70-80,setelah belajar dengan ruangguru jadi 90-100,terimakasih ruangguru. Ruangguru memang sulusi belajar terbaik😉👍",5
Dengan aplikasi ruang guru sangat membantu banget buat para pelajar khususnya. Terimakasih ruang guru berkat ruang guru nilai aku tambah bagus di sekolahan.,5
Sangat baguss apk untuk belajar anak2🤗🤗,5
Bagus banget aplikasinya 🙆🙆 Masukkan kode LULUUNYEWICZ agar kalian mendapat diskon 50% untuk pembelian paket 😄 || Nilai saya jadi tambah naik juga pembelajarannya sesuai dengan materi yang diajarkan di sekolah 🙆🙆,5
Bagus banget aplikasinya 🙆🙆 Masukkan kode LULUUNYEWICZ agar kalian mendapat diskon 50% untuk pembelian paket 😄 || Nilai saya jadi tambah naik juga pembelajarannya sesuai dengan materi yang diajarkan di sekolah 🙆🙆,5
"Saya biasa menggunakan ruang guru untuk mencari jawaban untuk tugas sekolah saya, tapi! Saya tidak suka di spam chat oleh pihak ruang guru, waktu itu saya udh update tapi masih di teror chat! Terimakasih",5
Belajar jadi lebih mudah bersama ruangguru,5
"bagus, saya jadi mendapatkn juara umum di sklh gara gara mengikuti ruangguru",5
"Ruang guru yang terhormat ,saya terbantu dalam pembelajaran di aplikasi serta latihan soal Saya berharap ruang guru dapat tetap konsumen serta memberikan dukungan dan pelayanan yang baik pada konsumen . Terimakasih",5
"sebelumnya saya menggunakan ruangguru tanpa ada kendala sama sekali. Tetapi kenapa akhir akhir ini setiap saya sedang menonton video pembelajaran,tiba tiba saya keluar sendiri dari video pembelajaran yang saya tonton?",5
"Alikasinya bagus banget,menghibur juga topiknya dan aku suka banget sama aplikasi ruangguru ini tapi thank you buat ruangguru semoga kedepanya ruangguru lebih canggih lagi.",5
aku bingung karena kirain gratis tapi kayaknya bagus,5
Aplikasi ruang guru Sangat membantu 🎀,5
Mantap lah saran kasih trial card untuk pengguna baru apk ruang guru 1-3 hari untuk mencoba fitur ruang guru agar yang lain tertarik juga. Dan usahakan pelajran nya di tambah lagi,5
Bagus sekali anak saya jadi suka belajar😍😍😁☺️,5
"saya sudah langganan tapi memang masih setengah ini baru mau bayar karna katanya tenggat bayar akhir juli, tapi entah kenapa langsung diputus langganan premiumnya tanpa konfirmasi dari kakak yang promosi, kalau ngasi harga murah itu yang bener, jangan mentang2 kita bayar sedikit kamu ambil keuntungan dengan iming2 diskon. 500ribu gak murah plis🙏 padahal saya sudah kasitau kakaknya bahwa saya akan bayar akhir2 juli, kecewa. note: saya mulai langganan bulan juni (kalau dinotis sya ubah 5bintang)",1
lumayan bagus lah buat nambah semangat belajar,4
"Terimakasih ruang guru, saya sekarang sudah mulai paham dengan pelajaran animasi dividionya juga bagus dan lucu, tetapi saya kurang bisa buat bagi waktu buat belajar",4
Sangat senang karena kita akan bermain sambil belajar ☺️🤩🤩🤩,5
"Ruang guru bagus utk pembelajaran, tapi sayangya sinyal di tempat kami kurang bagus. Dengan down loud dulu akan lebih mudah utk belajar.",3
bagus bgt sih apalagi ada yg gratis 😋😋,5
Ruang guru keren banget . Karena Ruang guru aku jadi lebih pandai karena animasinya yang membuat aku lebih memahami MAKASIH RUANG GURU BY....,5
"Menurut saya ini cukup bagus untuk belajar, cara menjelaskannya juga membuat kita lebih mudah mempelajarinya, nilai matematika saya jadi naik karna saya belajar di Ruang Guru",5
mohon untukk pihak ruang guru perbanyak latihan soal untuk anak smk😔😔,3
"Sangat membantu anak belajar,,, mudah dipelajari dan dpahami.... Sukses terus Ruang Guru...dan gratis juga",4
Bagus banget karena ruang guru nilai ujian aku bagus banget 👌,5
bagus tapi kadang suka error,4
Wah tutor all ya sangat membantu banget 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
"video nya bagus,materinya juga lengkap tpi semenjak diperbarui kok malah gabisa dibuka ya aplikasinya,jdi bingung sendiri,ini gmna dong,kasih solusinya dong",4
jelek sering bug padahal udah berbayar 😊,1
"aplikasi ruang guru ini tuh keren banget, semuanya dibuat mudah dan simple. aplikasi ini juga udah terbukti bagusnya jadi jangan ragu lagi guys langsung download aja dan pakai kode referral aku :TASYAIPIFGN supaya bisa dapat diskon 40%",5
"Kenapa ya kok customer servicenya slow respon Ya udah keterlaluan masa udah ditungguin 12 jam ga dibales² pelayanannya tolong dibenerin dong untuk bagian customer service kalau slow ya 1 jam sampai 3 jam sih wajar, Mohon tanggapannya thnks.",1
"Sangat baik,penjelasannya sangant singkat tp jelas tidak rugi saya berlangganan denga ruang guru : ) Ingat!!! belajar ingat!!! RUANG GURU😍😍",5
"Aplikasi nya sangat bagus,bisa diakses kapan saja dan dimana saja😊,tapi sayang nya ada beberapa mapel yg ngak ada.",5
"Mantap aplikasinya, sangat sangat berguna",5
sudah bagus. Tapi kenapa jaringan wifi lancar tpi video penjelasan tdk bisa dibuka? sedangkan latihan latihan bisa dibuka.,3
UI nya bikin bingung aneh,3
Seru menarik membantu dalam pembelajaran,5
Fitur yang menyenangkan seperti bermain game,5
Airis ga bisa di scroll rugi bayar mahal mahal,1
"Perkenalkan nama saya monica, saya baru saja mendownload aplikasi ruang guru. Aplikasinya sangat bagus dan video pembelajarannya sangat menarik, saya jadi semangat untuk belajar Terima kasih ruang guru🙏",5
sangat membantu dalam pelajaran,5
Aplikasi ini sangat bagus untuk anak yg tidak suka beljar dengan membaca buku karena aplikasi ini sangat mendukung buat kita semua agar tak bosan saat membaca,5
Aplikasi ini sangat bermanfaat saya dulu sebelum memiliki aplikasi ini saya rengking nya 9 seseudah saya pakai aplikasi ini saya langsung peringkat 3 alhamdullilah semoga aplikasi ini bermanfaat bagi kalian semua ya,5
Saya sudah selesai mengikuti pelatihan di skill academy dan saya sangat puas karena materi nya mudah di mengerti.terima kasih skill academy dan ruang guru.sukses selalu,5
"Aplikasi anak bangsa yang sangat bermanfaat dan tingkatkan terus pelayanan dalam bidang pendidikan, semoga kedepan banyak lagi generasi muda Indonesia yang membuat berbagai aplikasi lain untuk menunjukkan kedaulatan negara dimata dunia.",5
Fitur ini sangat membantu saya belajar,5
"Saya mempunyai harapan kiranya aplikasi ini dapat membantu meningkatkan kualitas belajar anak saya, sehingga apa yg dicita-citakan untuk menjadi siswa berprestasi dapat tercapai. Amin...",4
"Bagus banget cuman buat ank yg tipenya kyk aku jarang belajar dirumah, males, dan harus ada jadwal untuk belajar. Mending kalian bimbel luar yg punya jadwal (u know lah). Kalo enggak kalian harus coba fitur brain academy",4
"kurang puas, slow respon di wa😕",1
Papa ku memaksa ku untuk belajar terus di ruang guru ini 😮‍💨 Tapi gapapa kok 🫶,4
Bagus cuman kalau kita mau nonton videonya harus bayar dulu,4
"Jujur gatau kenapa ruangguru bulan ini sering eror kahh, kecewa bgtt jujur , byk kendala, tolong yahh diperbaiki lagi.",3
membantu saya untuk mengerti matematika dan lainya,5
Bagus ini ruang guru debgan ini pengetahuanku di matamatika lebih baik dari sebelumnya dan saran di pembahasan Bahasa inggris kurang jelas mohon dijelaskan lagi dan terimakasih lagi untuk ruanh guru,5
Sangat membantu belajar,5
Sangat membantu dalam belajar saya,5
"Tolong dong soal latihannya diperbaiki, aku tadi ngerjain soal biologi pembahasannya benar, eh jawabannya yang salah ketik. Tapi tetep aku kasih bintang lima semangat ruang guru",5
"Bagus untuk belajar, pokoknya sangat worth it",5
Halo ruang guru ini gimana sih kok mau daftar pas saya lagi mau pilih kota jawa timur malah terjadi sistemtidak benar mohon coba lagi gitu tolong ya di perbaiki aku kasih bintang 4 soalnya baru ke sini langsung suka saya,4
"Namaku Cherylanne. Dulu pas pertama kali pakai aplikasi ruang guru seru banget. soal2 yng aku ngak ngerti di sekolah diajarin sama ruang guru jadi ngerti, sekarang pas udah mau SMP aku download lagi aplikasi ini. untuk membantu aku belajar bila ada kesulitan. Mudah2 saat aku pakai aplikasi ini tidak ada halangan apapun. aku mempercayakan kemampuan belajarku pada ruang guru aja.😁😁😁",5
"Worth it banget sih belajar disini, Makin mengingkatkan skill academy ku",5
Makasih ruang guru semoga apps ini bermanfaat walupun saya di tengah hutan kalimatan tengah yg jahu dari kota besar saya tetap bisa belajar untuk bisa bersaing dengan yg ada di indonesia dan luar negeri,5
"Aplikasi ruangguru sangat membantu dalam proses belajar, materi mudah dipahami dan juga dimengerti.",5
"Hai,namaku nayla kelas 3(tiga) sd aku mau kasih tahu sama kalian sebaiknya kalau kalian susah belajar ,mendingan belajar di ruang guru aja karena, disini enak banget aku sudah donglut aplikasinya diruang guru loh temen temen, lewat play store sidah selesai sampai segitu dulu ya teman teman bay !!!... Disitu juga ada vidionya loh jadi kita bisa belajar sepuasnya!!!.",5
"Aplikasi berguna sih, nilai sy jadi naik. Tp kok gak ada seni budaya nya ya. Tapi terdabes lah. Salah satu jalan indonesia untuk ningkatin kualitas pendidikan di indonesia👏👏👏👏",5
Terimakasih RG... aplikasinya sangat membantu.,5
"pembelajarannya bikin ga bosen 😌 membantu banget itu latihan soalnya yakinn, banyak yg keluar saat ulangan!! huhu terharu banget 😭 ganyesel berlangganan sampai skrg kls XII",5
"Hallo, terimakasih telah menyediakan aplikasi yang sangat membantu sekali untuk belajar apalagi dalam mengikuti prakerja ini sangat membantu sekali.",5
Sangat mudah dan praktis. Pembahasan dan latihan soalnya juga menarik dan sangat membantu sekali,5
"kenapa waktu mau masuk, pas mau nulis kata sandi kog langsung keluar ke menu utama ya? berulang kali dicoba, uninstal terus instal lagi tapi tetep nggak bisa. kenapa ya?",4
Terimakasih ruangguru.. Sangat membantu sekali.. Penyampaian materinya mudah dipahami dan sngat bermanfaat sekali,5
"Aplikasinya sangat membantu pelajar untuk belajar, sangat terpercaya, dan mudah dipahami semua materi pelajaran",5
Mempermudah belajar dengan penyampaian dan alat praga yang simple dan mudah dimengerti 😊☺️,5
"Assalamu'alaikum saya Ita Lusningati, aplikasi ruang guru sangat membantu saya sebagai peserta prakerja aplikasi ini sangat memudah orang untuk mengikut pelatihan prakerja sukses terus kedepanya",5
"Bagus banget, karena ada wabah virus covid-19 ruang guru memberikan sekolah online dan gratis jadi aku suka banget walaupun aku nggak berlangganan ruang guru kasih gratis lho. Makasih ruang guru sudah memberikan yang terbaik walaupun di tengah tengah wabah virus covid -19",5
Belajar jadi lebih mudah banyak animasinya nilai mtk aku dulu 50.60 sekarang jadi 80.90.100 lebih mudah di pahami,5
"Hai saya wasilu syahru, saya sudah mendapatkan pelatihan prakerja dr skill academy. Pelatihannya mudah dimengerti dan sangat bermanfaat untuk bekal kedepannya dlm berkarir",5
"maaf mau nanya. assalammualaekum klo bisa ruang guru utk jurusan MAN ada tidak dari kls X sampai kls X11. di ruang yg sy lihat hanya jurusan ips, ipa, matematika saja . dari alan Masturo. terima kasih",5
"Keren banget...makasih ruangguru..karena ruangguru aku yang dulunya ga bisa mtk aljabar dan nilainya pas2an 72,71,78 sekarang berkat ruangguru nilaiku naik drastis:) jadi nilainya 86,90,98 thank you ruangguru:)",5
"Paket belajar komplit, ngebantu banget buat belajar. Dapet trik ngerjain soal dan ada ratusan ribu bank soal yg ngelatih aku. Best pokoknyaa,,,",5
"Udah bertahun tahun langganan RG, emang top lah<3 Untuk teman-teman yang baru pertama kali coba RG, dibanding app belajar lain yang aku pake itu RG lebih banyak penjelasannya dan bener2 detail gitu. Diajak belajar pelan-pelan, nggak ngebut, jadi banyak pembagian journeynya.",5
"aku sukaa Vidio yg ada di ruang guru,, tapi kenapa yah aku cepat bosan ketika gurunnya gak semngat ngajarin nya,, jadiii bawaanya ngantuk apalagi itu guru nya sejarah 😪",4
Terimakasih ruang guru Saya peserta palatihan kerja yang memilih pelatihan dari skill academy by ruang guru Meterinya sangat bagus dan mudah dimengerti Semoga biasa bermanfaat untuk kedepannya,5
"Halo, nama saya kenzou saya suka sekali sama ruangguru tapi waktu di update kok gambarnya besar-besar? Dan di mana tombol timeline nya ya? Tolong di perbaiki sedikit ya ruangguru nya. Terima kasih🙏",4
"Makasih ruang guru, aku pake ruang guru makin seneng belajar, soalnya editanya jg menarik, 1hari jg bisa habis same 1 bab, tpi aku masih kadang susah konsentrasi nihh hehe",5
"Ade ade ku pada pake ruang guru, aku mau pakai tidak bisa karna tidak ada paketan untuk anak smk adanya untuk sma, tolong untuk kedepannya di buat untuk anak smk semua jurusan",1
Terima kasih ruang guru.. Saya dri peserta kartu prakerja. Mengikuti kelas di skill academy ruang guru.. Tutor ny jelas. Penanyangan videony jelas. Kata2ny sangat memotivasi. Sangat mebantuu sekali. 🙏🙏,5
"Aplikasi nya emang sebagus itu,tp terkadang ada kendala,saya juga udh mulai berhenti pake ruangguru,lebih ditingkatkan ya app nya Terima kasih",5
"Ruangguru sangat bermanfaat aku baru sj kemarin memakai ruangguru, pas aku di beri tugas sm ibu guru nilaiku memuaskan tdk seperti nilaiku yg dahulu ini semua berkat ruangguru, dan dulu nilai tugas matematika *80* an tapi sekarang aku sudah bisa mendapatkan nilai *100* Terimah kasih ruangguru, berkat ruangguru aku bisa membanggakan ortu 🙏🙏",5
"Ruangguru sangat membantu saya dalam belajar kalau mau daftar juga ga perlu bayar dan ga ribet dan harga nya terjangkau dan yang paling penting semenjak saya belajar diruangguru nilai ipa,ips sya yg tadinya 75 menjadi 💯 ayo teman"" tunggu apa lagi segera download aplikasi ruangguru dan berlangganan sekarang jugaa😀😀",5
Menggunakan ruang guru belajarku jadi seru dan tidak membosankan dan aku juga cepat paham tentang pelajarannya Animasinya sangat unik,5
"Seru aku jadi nggak susah lagi deh kalau ada pelajaran Matematika karena ada RUANG GURU nilai Matematika aku sekarang nilai nya 85,95,90,dan 💯 terimakasih ya ruang guru kalau kalian kesusahan pelajaran apapun belajar aja di RUANG GURU 💐",5
WAAH MANTAP RUANG GURU. Semua videonya mudah dipahami & Videonya bisa didownload. Jadi lebih murah dari pada les² di rumahku. Thanks Ruang Guru,5
Terimakasih untuk pelatihannya semoga ilmunya bermanfaat dan bisa dipraktekkan dalam kehidupan sehari-hari semoga kita tetap semangat dan sehat selalu tuk semuanya dimasa pandemi ini.,5
pemahaman sangat luar bias walau hanya ada pelajaran tematik tapi saya sangat suka dan juga ada sekolah online wah ruang guru makin mantap deh 😊😊😊,5
aplikasi yang sangat membantu! berkat Ruang Guru saya bisa lebih mengerti dengan pelajaran yang menurut saya susah dan jangan lupa Dapatkan diskon untuk pembelian paket ruangbelajar dengan kode RANIAOWOILS 🐱,5
"Jelek,apk nya ngelag trs",1
Sangat membantu ku dalam belajar tentang banyak hal:) Tidak usah payah² untuk pulang pergi les yang jauh dan sangat membantu sekali. Terimakasih @ruangguru_,5
Halo namaku Ello aku kls 5 bagus banget aplikasi nya bisa belajar dari ruang guru ada pembahasaan nya ada Video belajar nya aku suka banget sama aplikasi ini bisa menambah ilmu jadinya gak ngebosenin saat belajar sama ruang guru 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
"makasih ruang guru, sebelumnya mahamin materi susah banget, tapi di ruang guru langsung nyantol, pas banget buat sistem kebut belajar ni, H-seminggu utbk, semangatttt!!",5
"bagus bgt, tpi video gratis cuma bisa satu setiap materi hehe, gapapa sih, pokoknya bagus.",5
"Untuk apa les mahal2 pulang pergi capek + berjuta-juta. Di ruangguru saya menjadi lebih giat belajar, bisa kapan saja dimana saja, jauh lebih murah, dll.",5
Apk nya bagus tapi tolong tambah lagi fitur-fitur yang menarik ya tolong.tapi saya suka sekali dengan apk Ruang guru ini karena tidak membosankan sukses terus Ruang guru.,5
"Alhamdulillah, setelah belajar di ruangguru saya mengalami peningkatan yg cukup signifikan mengenai materi² unbk karena dulu saya hanya diam ketika guru memberikan pertanyaan tapi sekarang saya bisa menjawab dgn sngt percaya diri, terima kasih ruangguru",5
"Aplikasi ini sangat berguna dan sangat bermanfaat ,saya menjadi lebih mengerti tentang usaha, aplikasi ini juga dapat membuat pengetahuan saya untuk mengembangkan usaha, aplikasi ini sanagt membantu dan berguna.terima kasih ruangguru🙏🏼",5
"Alhamdulilah..semenjak aku pake ruang guru nilai simulasi ujian aku jadi tertinggi pertama di sekolah .. 😊..ruang guru best 😊..ini baru simulasi lhoo yaa..semoga nanti ujian nasional bisa lebih ningkat lagi .. Padahal jarang buka aplikasinya 😄, tapi sekali buka gampang di fahami 😄.. Best buat ruang guru 👏",5
"Halo aku Kinara, aku beri rating aplikasi ini 1 juta kali juga aku mau, karena aplikasi ini membantu aku, dulunya aku gak bisa masuk sepuluh besar tapi sekarang aku menjadi anak terpintar di sekolah berkat ruangguru ❤️ terimakasih ruangguru I LOVE YOU FOREVER❤️",5
Cukup membantu anak saya belajar karena di sertai oleh video pembahasan jadi anak lbih mengerti letak kesalahan dalam mengerjakan soal soal Trimakasih ruang guru,5
"Tadinya saya kesulitan untuk memahami pelajaran yang sulit buat saya. Tetapi setelah saya download aplikasi ruangguru, saya menjadi memahami pelajaran yang sulit bagi saya, terima kasih ruangguru. Dengan aplikasi ini saya mudah untuk belajar 😊👍",5
"bagus banget, video pembelajarannya menarik jelas dan mudah dimengerti. kalo bisa seringin promo gede""an lagi ya kak biar homan missquen kek aku bisa make juga aowkwowk :v",4
"Saya salah satu peserta prakerja, setelah melakukan pelatihan alhamdulillah saya melaksanakan dengan lancar dan baik. Terimakasih Ruang Guru sudah sangat membantu 👍",5
"Aplikasinya juos!!👍 Sebelum pake ruangguru, belajar fisika bikin otak muballll, setelah pake ruangguru, saya bisa lebih paham dengan soal fisika Pokonya segera pake deh aplikasinya",5
"Terima kasih ruang guru, sy salah satu mengikuti pelatihan skill academy by ruang guru, penjelasannya bagus banget, mudah dimengerti, semoga bermanfaat dan bekal dikemudian hari...",5
"Aplikasinya bagus,lengkap ada vidionya jadi lebih faham dan lebih seru,ada penjelasannya lengkap,terus ada kuis kuis,ada latihan soal,ada lagi livechat jadi ada yang nggak faham gitu bisa chat, pokoknya Ruang Guru Is The Best 👍,Buruan gunain Ruang Guru",5
Saya mengucap kan terima kasih atas aplikasi ruang guru karna adanya aplikasi ruang guru saya bisa mendapat nilai baik di sekolah awalnya nilai matematika saya 75 60 sekarang sudah 80 90 bahkan 100 terimakasih ruang guru,5
sesuka itu sama aplikasi ini!! bener bener membantu biar bisa paham sama semua pelajaran. apa lagi banyak latihan soalnya juga! thank you ruang guru❤️,5
"Bagus untuk belajar di rumah,gak bosan, mudah di pahami, banyak latihan latihannya,jadi mudah untuk belajar",5
"Saya suka belajar di ruang guru,Tapi lama kelamaan kok EXP dan Gold saya tidak bertambah ya?kayak macet di Level 3,tolong pencerahannya dong RuangGuru",3
Saya mau belajar mtk dgn aplikasi ruang guru karena matematika saya selalu nilainya jelek........jadi itu alasan saya menginstal apl ruang guru......terimakasih ruang guru semoga sukses.👍👍👍👍👍,5
"Tolong pelajaran smk nya di perluas lagi ya, ditambah lagi jurusan nya saya tunggu tahun depan ya soal nya saya jurusan otomotif dan guru saya jelasin nya hanya bermodalkan ppt jadi saya kurang paham, sedangkan praktek juga jarang, jadi mohon di tambah lagi ya untuk jurusan nya. Terimakasih 🙏",5
saya mengambil paket 1 tahun belajar di ruang guru sangat menyenangkan karena belajar menggunakan animasi jadi jika belajar tidak bosan dan juga di ruang guru ada advanture nya jadi tambah seru deh sukses ruang guru😊😊😊🖐😊,5
Mantap!!! Suka sama ruang guru😍 yg waktu sd ga pernah masuk 3 besar ini smp dan sma bisa masuk 3 besar dengan nilai fisika terbesar😍 Terimakasih ruang guru,4
"Aplikasi ruang guru sangat membantu. Waktu ulangan ekonomi saya malas baca buku karena buku yg tebal, jadi saya belajar di ruang guru. Saya belajar tentang masalah ekonomi. Alhamdulillah nilai ulangan saya 90, materi yg diajarkan ruang guru sesuai dengan yg diajarkan guru saya. Terima kasih ruang guru",5
Menurut aku tuh ruangguru keren sih apa lagi buat penjelasanya itu keren bgt karena pake animasi jadi gk bosen buat nonton 👍👍😁😁,5
Saya sangat suka belajar di ruang guru soalnya vidionya beranimasi membuat saya tidak bosan dalam belajar dan ada latihan soal dan pembahasan dan ditambah ada vitur print soal,5
Belajar di ruang guru sangat membantu saya dalam mengerjakan soal dan memahami materi dan untuk soal serta materi sudah sangat lengkap pokoknya ruang guru the best,5
"Bagus banget aplikasinya..alhamdulillah terbantu banget belajar dari ruangguru ,belajar buat ulangan juga selain dari buku belajar juga dari ruangguru..",5
"Allhamdulliah kata orang tua ku.. Walaupun sering main hp tapi nilai ngak menurun malah meningkat. Ya walau pun cuman sedikit.. Hehe Makasi buat RUANG GURU, sukses selalu dan semogga menjadi bimbel online ter the best bagi kami yaa..",5
"Ruangguru bagus banget, bisa buat aku lebih paham dalam memahami materi di sekolah. Fasilitas nya juga lengkap banget. Suskes buat ruangguru 👍",5
"aku baru langganan semester kemarin tapi gila nilai dirapor rata2 naik semua, terutama kimia sama biologi. terimakasih ruangguru, ga nyesel deh langganan! :)😍",4
"Maaf sebenernya saya sudah suka dengan keseluruhannya , tapi sy kan smk disini gk ada pilihan untuk smk yaa , klo bisa sy mau ada yg smk ya",3
"Hai semua nya perkenalkan nama aku khansa, aku baru hari ini mulai belajar di ruangguru tapi aku udah ngerasain banyak banget manfaat nya soalnya vidio yang ada di ruang guru itu bagus bagus semua jadi gak akan bosen bosen deh kalo liat vidio di ruangguru RUANGGURU IS THE BEST!!!!!!!!!!!!!!!!!👍😃😊😘❤️💛💚💙💜◉‿◉",5
"Halo nama saya FLO saya kelas 3 sd saya suka aplikasi ini karena membantu anak anak be lajar dari sd sampai sma saya suka karena video nya keren , dan mudah kalau belajar disini THANKS RUANG GURU",5
Belajar diruang guru sangat menyenangkan dan semua pelajaran sangat muda dipahami dengan hanya menonton dan mendengarkan penjelasannya☺,5
Terima Kasih Ruang Guru Videonya mudah untuk dipahami dan sangat seru waktu menjelaskan tapi apa gk ada yg gk pakek data gitu waktu nonton videonya?😆,5
belajar di ruang guru sangat asik karna soal soalnya lengkap dan materinya dalam bentuk animasi sehingga mudah untuk dipahami,5
"suka dengan aplikasi seperti ini. Ruang guru, kalo bisa sediakan olimpiade antar pelanggan ruang guru. Lagi suka sama olimpiade nih...",5
"ak udah coba soalnya tpi kok ada tulisan ""maaf sedang terjadi masalah pada sistem"" padahal ak udah coba sampe 1 minggu kok belum bisa juga tolong diperbaiki",4
"Aplikasi yang di Pc aneh,,dikit dikit eror,dikit dikit update,,apaan coba...tlg dong dikembangin langi buat ruangguru yang di Pc..tq",1
aplikasi ruangguru ini hebat banget karena videonya beranimasi lagi pula juga bisa dipahami dan juga bisa di downlod jadi bebas kouta terima kasih ruangguru,5
"Bagus sekali, videonya menarik jadi memotivasi belajar, hanya saja tidak ada pembahasan khusus untuk pelamaran cpns ya, tolong adain dong, pasti sy lgsg jdi member",5
"Maaf saya saat ini kasih bintang 1 dikarenakan,saya sudah berlangganan 2 tahun tetapi tidak bisa membuka aplikasi Ruangguru nya padahal aplikasi yang lain bisa saya buka,dan saya sudah menchat tim Ruangguru tetapi tidak dibalas sampai sekarang ini.",1
keren banget. cuman saran saya tambahin pilihan resolusi video khususnya yang 360p biar lebih ringan karena saya kalo 480p sering buffer,4
"Aplikasi belajar online ini sangat membantu saya dalam mengikuti ujian. Pembelajarannya sangat mudah di pahami, dan ketika kami belajar materi yang sudah saya pelajari itu sudah saya mengerti. Terima kasih Ruangguru 😘😘😘😘😘❤❤💖💖💖",5
